"Escape.ID","Operator.at.Time.of.Escape","Escape.Water.Type","Escape.Start.Date","Escape.Start.Time","Escape.End.Time","Escape.Grid.Reference","Escaped.Species","Stage","Age","Average.Weight","Initial.Date.of.Escape","Initial.Number.Escaped","Initial.Escape.Reason","Final.Date.of.Escape","Final.Number.Escaped","Final.Number.Recovered","Final.Escape.Reason","Marine.Scotland.Site.ID","Date.Registered","Site.Name","National.Grid.Reference","Local.Authority","Producing.in.Last.3.Years","Site.Address.1","Site.Address.2","Site.Address.3","Site.Post.Code","Site.Contact.Number","Aquaculture.Type","Water.Type","Health.Surveillance","Easting","Northing","MS.Management.Area","Region","Operator","Species"
"2000408","the scottish salmon company","s","24-jul-14","16:30","24-jul-14","nf885558","atlantic salmon","broodfish","28 months","9kg","25-jul-14","35","other - oth","06-aug-14","40","0","other - oth","fs0051","31-oct-94","bagh chlann neill (grimsay)","nf886558","western isles","yes","kallin shorebase","grimsay","north uist","hs6 5hy","01546 602172","fish","seawater","medium","88600","855800","7a - ronay, benbecula, n south uist","western isles","the scottish salmon company","lumpsucker, atlantic salmon, wrasse"
"2000270","loch duart ltd","s","09-nov-10","12:00","09-nov-10",NA,"atlantic salmon","grower fish (salmon only)","18 months","1.0 kg","10-nov-10","4000","hole in net - hol","06-dec-10","4,000","0","hole in net - hol","fs0065","22-aug-85","loch laxford","nc190497","highland","yes","badcall salmon house","scourie, lairg","sutherland","iv27 4th","01971 502451","fish","seawater","low","219000","949700","9b - laxford","highland","loch duart ltd","wrasse, lumpsucker, atlantic salmon"
"2000096","scottish sea farms ltd","s","24-sep-03","18:00",NA,"nm677268","atlantic salmon","grower fish (salmon only)","30 months","4.5 kg","11-dec-03","1","human error - hum","11-dec-03","1","0","human error - hum","fs0634","01-jan-83","loch spelve (a)","nm677268","argyll and bute","yes","n/a",NA,NA,NA,NA,"fish","seawater","medium","167700","726800",NA,"strathclyde","scottish sea farms ltd","atlantic salmon, lumpsucker, wrasse"
"2000524","the scottish salmon company","f","22-oct-20","09:00",NA,NA,"atlantic salmon","fish weighing more than 5 grams","9 months i","75 g","29-oct-20","20","vandalism - van",NA,NA,NA,NA,"fs0146","01-jan-83","kinlochmoidart hatchery","nm724718","highland","yes","kinlochmoidart hatchery","kinlochmoidart, lochailort","inverness-shire","ph38 4nd","07909 527265","fish","freshwater","medium","172400","771800","not in a management area","highland","the scottish salmon company","atlantic salmon"
"2000296","the scottish salmon company","f","18-jan-12",NA,"18-jan-12","ng047 896","atlantic salmon","salmon fresh water stages","11 months","85 g","19-jan-12","3,180","weather - wth","10-feb-12","3,180","0","weather - wth","fs0149","01-jan-86","loch langavat","ng049889","western isles","yes","isle of harris","n/a","n/a","hs3 3jd","01546 602172","fish","freshwater","low","104900","888900","not in a management area","western isles","the scottish salmon company","atlantic salmon"
"2000373","kames fish farming ltd.","f","18-jan-99",NA,NA,NA,"rainbow trout","fish weighing more than 5 grams","unknown","unknown",NA,"2000","weather - wth",NA,"2000",NA,"weather - wth","fs0150","11-jun-96","loch lochy","nn193853","highland","yes","gairlochy","fort william","highland","ph34 4eq","01397 712503","fish","freshwater","medium","219300","785300","not in a management area","highland","mowi scotland ltd","atlantic salmon"
"2000293","scottish sea farms ltd","s","25-dec-11",NA,"26-dec-11","hu321696","atlantic salmon","grower fish (salmon only)","21 months","2.48 kg","28-dec-11","36,000","weather - wth","01-feb-12","33,755","0","weather - wth","fs0183","30-sep-91","south sound","hu322698","shetland","yes","c/o blackness pier","scalloway","shetland","ze1 0tq","01595 881002","fish","seawater","medium","432200","1169800","4c - n st magnus bay","shetland","scottish sea farms ltd","wrasse, atlantic salmon, lumpsucker"
"2000001","marine harvest (scotland) ltd","s","25-jun-06","13:15",NA,"nm690395","atlantic salmon","grower fish (salmon only)","12 months ","3.5 kg","27-jun-06","unknown","no actual escape of fish - nes","24-jul-06","0","0","no actual escape of fish - nes","fs0209","01-dec-88","scallastle","nm684396","argyll and bute","yes","scallastle bay","garmony","isle of mull","pa65 6ay","07799 608411","fish","seawater","medium","168400","739600","15b - linnhe, firth of lorne, sound of mull and loch sunart","strathclyde","scottish sea farms ltd","atlantic salmon, wrasse, lumpsucker"
"2000233","marine harvest (scotland) ltd","s","01-jul-09","11:00","01-jul-09","nm852524","atlantic salmon","grower fish (salmon only)","15 months","3.5 kg","01-jul-09","1","human error - hum","03-jul-09","1","0","human error - hum","fs0241","31-may-84","kingairloch","nm852525","highland","yes","nr. ardgour","by fort william","n/a","ph33 7ae","07824 370902","fish","seawater","high","185200","752500","15b - linnhe, firth of lorne, sound of mull and loch sunart","highland","mowi scotland ltd","wrasse, lumpsucker, atlantic salmon"
"2000079","scottish sea farms ltd","s","08-oct-04","16:40",NA,"nm689269","atlantic salmon","grower fish (salmon only)","12 months ","1.8-2.0 kg","08-oct-04","70-200","human error - hum","05-nov-04","200","0","human error - hum","fs0253","01-jan-88","loch spelve (b)","nm689269","argyll and bute","yes","south shian","connel","oban, argyll","pa37 1sb","07799 608411","fish","seawater","medium","168900","726900","16c - loch spelve","strathclyde","scottish sea farms ltd","lumpsucker, atlantic salmon, wrasse"
"2000267","dawnfresh farming ltd","f","20-may-10",NA,"21-may-10",NA,"rainbow trout","fish weighing more than 5 grams","18 months","300 g","21-may-10","57","human error - hum","21-may-10","57","0","human error - hum","fs0268","01-jan-78","tervine","nn080264","argyll and bute","yes","tervine, kilchrenan","taynuilt","argyll","pa35 1he","01866 833220","fish","freshwater","low","208000","726400","not in a management area","strathclyde","dawnfresh farming ltd","rainbow trout"
"2000076","torhouse trout ltd","f","24-jun-05","21:00",NA,"nn083263","rainbow trout","fish weighing more than 5 grams","3 months","70g","08-jul-05",">500","predator - prd","26-jul-05","4,500","0","predator - prd","fs0268","01-jan-78","tervine","nn080264","argyll and bute","yes","tervine, kilchrenan","taynuilt","argyll","pa35 1he","01866 833220","fish","freshwater","low","208000","726400","not in a management area","strathclyde","dawnfresh farming ltd","rainbow trout"
"2000200","scot trout farming ltd","f","20-aug-08",NA,"20-aug-08","nn083263","rainbow trout","fish weighing more than 5 grams","unknown","350 - 400 g","25-aug-08","unknown","unknown - unk","02-sep-08","1254","14","hole in net - hol","fs0268","01-jan-78","tervine","nn080264","argyll and bute","yes","tervine, kilchrenan","taynuilt","argyll","pa35 1he","01866 833220","fish","freshwater","low","208000","726400","not in a management area","strathclyde","dawnfresh farming ltd","rainbow trout"
"2000355","aquascot sea farms ltd.","s","27-apr-02",NA,NA,NA,"atlantic salmon","grower fish (salmon only)","2001 s1","2.4 kg",NA,"19750","human error - hum",NA,"19750",NA,"equipment damage - eqd","fs0336","01-apr-98","druimyeon bay","nr668519","argyll and bute","yes","highfield","isle of gigha","argyll","pa41 7aa","01546 602172","fish","seawater","medium","166800","651900","18b - gigha","strathclyde","the scottish salmon company","atlantic salmon, wrasse, lumpsucker"
"2000163","kames fish farming ltd","f","01-may-07","unknown","28-may-07","nn762442","rainbow trout","fish weighing more than 5 grams","unknown","unknown","28-may-07","0","no actual escape of fish - nes","11-jun-07","0","0","no actual escape of fish - nes","fs0432","01-jul-80","loch tay","nn762442","perth and kinross","yes","loch tay fish farm","remony estate","acharn, perthshire","ph15 2hp","01852 200286","fish","freshwater","low","276200","744200","not in a management area","tayside","kames fish farming ltd","rainbow trout"
"2000356","kames fish farming ltd","f","03-jun-13","pm","04-jun-13","nn762442","rainbow trout","fish weighing more than 5 grams","12 months","199g","11-jun-13","0","predator - prd","29-jul-13","270","0","predator - prd","fs0432","01-jul-80","loch tay","nn762442","perth and kinross","yes","loch tay fish farm","remony estate","acharn, perthshire","ph15 2hp","01852 200286","fish","freshwater","low","276200","744200","not in a management area","tayside","kames fish farming ltd","rainbow trout"
"2000347","hydro seafoods gsp","s","01-apr-00",NA,NA,NA,"atlantic salmon","grower fish (salmon only)","2000 s1","60 g",NA,"1000","human error - hum",NA,"1000",NA,"human error - hum","fs0481","01-jan-88","north of hoy","hu374454","shetland","no","c/o blackness pier","scalloway","shetland","ze1 0tq","01595 881002","fish","seawater","high","437400","1145400","3a - sw shetland mainland","shetland","scottish sea farms ltd","atlantic salmon, lumpsucker, wrasse"
"2000376","murray seafood ltd.","s","08-sep-98",NA,NA,NA,"atlantic salmon","grower fish (salmon only)","unknown","3.1 kg",NA,"10000","human error - hum",NA,"10000",NA,"human error - hum","fs0559","16-oct-85","ardyne","ns094693","argyll and bute","yes","toward","dunoon","argyll","pa23 7uj","01546 602172","fish","seawater","medium","209400","669300","19b - kyles of bute","strathclyde","the scottish salmon company","lumpsucker, wrasse, atlantic salmon"
"2000145","pan fish scotland ltd","s","22-jan-07","14:00","22-jan-07","nr918698","atlantic salmon","grower fish (salmon only)","17 months","3.3 kg","13-feb-07","0","no actual escape of fish - nes","13-feb-07","0","n/a","no actual escape of fish - nes","fs0590","17-aug-89","glenan bay","nr918695","argyll and bute","yes","portavadie fish farm","millhouse tighnabruaich","argyll","pa21 2da","01546 602172","fish","seawater","medium","191800","669500","19a - fyne","strathclyde","the scottish salmon company","lumpsucker, wrasse, atlantic salmon"
"2000152","mainstream scotland ltd","s","15-mar-07","13:00","15-mar-07","hy485123","rainbow trout","fish weighing more than 5 grams","1 month","235 g","19-mar-07","not known","hole in net - hol","19-mar-07","0","n/a","no actual escape of fish - nes","fs0597","11-sep-89","meil bay","hy485123","orkney","yes","crowness point","hatston","kirkwall, orkney","kw15 1gp","01856 876101","fish","seawater","medium","348500","1012300","8b - central orkney","orkney","cooke aquaculture scotland ltd","atlantic salmon, lumpsucker"
"2000167","invicta trout ltd","f","11-jun-07","11:00","11-jun-07","nn607073","rainbow trout","fish weighing more than 5 grams","18 months","400g","13-jul-07","12","screen failure - scr","13-jul-07","12","12","screen failure - scr","fs0598","02-apr-90","trossachs trout  ltd","nn607073","stirling","yes","invertrossachs road","callander","n/a","fk17 8hg","01877 331771","fish","freshwater","medium","260700","707300","not in a management area","central","invicta trout ltd","rainbow trout, common carp (inc. koi & mirror), brown trout and sea trout, tiger trout"
"2000087","lewis salmon ltd","s","11-aug-04","11:00",NA,"nb410245","atlantic salmon","grower fish (salmon only)","20 months","4 kg","12-aug-04","10,000","equipment damage - eqd","12-aug-04","10,000","0","equipment damage - eqd","fs0615","14-jun-96","arbhair","nb409242","western isles","no","n/a",NA,NA,NA,NA,"fish","seawater","not applicable","140900","924200",NA,"western isles","mowi scotland ltd","wrasse, atlantic salmon"
"2000479","grieg seafood shetland ltd","s","18-sep-18","11:00","18-sep-18","ng227523","atlantic salmon","grower fish (salmon only)","11 months","2kg","19-sep-18","zero","hole in net - hol","07-dec-18","0","0","hole in net - hol","fs1287","28-may-14","corlarach","ng227523","highland","yes","dunvegan pier","dunvegan","skye","iv55 8wf","01470 521465","fish","seawater","medium","122700","852300","12b - dunvegan","highland","grieg seafood shetland ltd","wrasse, atlantic salmon, lumpsucker"
"2000458","dawnfresh farming ltd","s","18-aug-17",NA,NA,"nm 9833341","rainbow trout","fish weighing more than 5 grams","14 months","3.1kg","02-sep-17",NA,"hole in net - hol","14-sep-17","216","150","hole in net - hol","fs1288","18-jun-14","etive 6","nm983341","argyll and bute","yes","loch etive trout farm","inverawe","taynuilt","pa35 1hu","01866 822549","fish","seawater","medium","198300","734100","15b - linnhe, firth of lorne, sound of mull and loch sunart","strathclyde","dawnfresh farming ltd","rainbow trout"
"2000499","mowi scotland ltd","s","18-oct-19","10:15","18-oct-19","nr434967","atlantic salmon","grower fish (salmon only)","6 months","1.2kg","21-oct-19","0","hole in net - hol","26-nov-19","none","none","predator - prd","fs1296","09-apr-15","colonsay","nr434968","argyll and bute","yes","c/o stob ban house","glen nevis business park","fort william","ph33 6rx","01397 715032","fish","seawater","low","143400","696800","16e - colonsay","strathclyde","mowi scotland ltd","atlantic salmon, wrasse, lumpsucker"
"2000065","north uist fisheries ltd","f","11-jan-05","12:00",NA,"nf878665","atlantic salmon","grower fish (salmon only)","unknown","unknown","17-jan-05","150,000","weather - wth","08-feb-05","151,821","1,618","weather - wth","fs0642","01-mar-91","south loch scadavay","nf878664","western isles","no","n/a",NA,NA,NA,NA,"fish","freshwater","low","87800","866400","not in a management area","western isles","the scottish salmon company","atlantic salmon, brown trout and sea trout"
"2000207","mainstream scotland ltd","s","08-oct-08",NA,"08-oct-08","hu557933","atlantic salmon","grower fish (salmon only)","17 months","4.5 kg","09-oct-08","0","weather - wth","04-nov-08","0","0","weather - wth","fs0656","10-sep-91","djubawick","hu557933","shetland","yes","yell shorebase","mid yell","shetland","ze2 9bn","01856 876101","fish","seawater","low","455700","1193300","1b - s unst, e yell, fetlar","shetland","cooke aquaculture scotland ltd","atlantic salmon, lumpsucker"
"2000054","kames fish farming ltd.","s","11-oct-05",NA,NA,"ng566207","rainbow trout","fish weighing more than 5 grams","6 months","1 kg","11-oct-05","unknown","no actual escape of fish - nes","11-oct-05","0","n/a","no actual escape of fish - nes","fs0011","29-aug-98","loch slapin","ng566207","highland","no","n/a",NA,NA,NA,NA,"fish","seawater","low","156600","820700",NA,"highland","mowi scotland ltd","rainbow trout"
"2000269","marine harvest (scotland) ltd","s","30-sep-10","12:00","01-oct-10","ng785255","atlantic salmon","grower fish (salmon only)","18 months","3 kg","01-oct-10","100 or less","equipment wear and tear - eqw","26-oct-10","100","0","equipment wear and tear - eqw","fs0016","30-aug-91","loch alsh (sron)","ng785255","highland","yes","railway pier","kyle","ross-shire","iv40 8at","01599 534640","fish","seawater","high","178500","825500","14a - carron, kishorn, alsh, duich","highland","mowi scotland ltd","lumpsucker, atlantic salmon, wrasse"
"2000279","scottish sea farms ltd","s","21-feb-11",NA,"21-feb-11","hy423183","atlantic salmon","grower fish (salmon only)","22 months","5.5kg","23-feb-11","0","no actual escape of fish - nes","08-mar-11","0","0","no actual escape of fish - nes","fs0813","15-jan-99","puldrite","hy425185","orkney","yes","orkney regional office","scapa","orkney","kw15 1sd","01856 898033","fish","seawater","medium","342500","1018500","8b - central orkney","orkney","scottish sea farms ltd","atlantic salmon"
"2000352","stolt sea farms ltd.","s","28-feb-02",NA,NA,NA,"atlantic salmon","grower fish (salmon only)","2000 s1/2","3 kg",NA,"3000","predator - prd",NA,"3000",NA,"predator - prd","fs0853","13-jun-95","lochmaddy","nf943700","western isles","yes","hebrides office","the pier, lochmaddy","north uist","hs6 5aa","01971 502451","fish","seawater","low","94300","870000","5c - e north uist","western isles","loch duart ltd","wrasse, atlantic salmon, lumpsucker"
"2000124","ferramus (ss)","s","01-aug-03",NA,NA,NA,"atlantic salmon","grower fish (salmon only)","unknown","unknown","20-aug-03","50,983","predator - prd","20-aug-03","50983","0","predator - prd","fs0864","17-oct-95","kirk taing","hy569335","orkney","no","n/a",NA,NA,NA,NA,"fish","seawater",NA,"356900","1033500",NA,"orkney","scottish sea farms ltd","atlantic salmon"
"2000117","finfish ltd","s","07-aug-02","12:00",NA,"nc063162","atlantic salmon","grower fish (salmon only)","16 months","2.6 kg","08-aug-02","200","hole in net - hol","03-sep-02","36","2","hole in net - hol","fs0883","01-oct-96","ghlas mhor","nc063162","highland","no","n/a",NA,NA,NA,NA,"fish","seawater","low","206300","916200",NA,"highland","finfish ltd","atlantic salmon"
"2000382","hydro seafoods gsp","s","29-jan-99",NA,NA,NA,"atlantic salmon","grower fish (salmon only)","1998 s1","1 kg",NA,"100 000","weather - wth",NA,"100 000",NA,"weather - wth","fs0915","21-may-98","breigeo inshore","hu357473","shetland","no","sand","bixter","shetland","ze2 9nq","01595 881002","fish","seawater","medium","435700","1147300","3a - sw shetland mainland","shetland","scottish sea farms ltd","lumpsucker, atlantic salmon, wrasse"
"2000058","fjord seafood scotland farming ltd","s","30-mar-05","10:30",NA,"nb137355","atlantic salmon","grower fish (salmon only)","11 months","2.2 kg","31-mar-05","none","human error - hum","28-apr-05","0","n/a","no actual escape of fish - nes","fs0927","20-oct-98","kyles of vuia","nb137355","western isles","yes","miavaig pier","uig","isle of lewis","hs2 9hw","01546 602172","fish","seawater","medium","113700","935500","6a - loch roag","western isles","the scottish salmon company","atlantic salmon, lumpsucker, wrasse"
"2000115","western isles seafoods co. ltd","s","17-oct-02","1430",NA,"nb137355","atlantic salmon","grower fish (salmon only)","21 months","950g","19-oct-02","500","human error - hum",NA,"500",NA,"human error - hum","fs0927","20-oct-98","kyles of vuia","nb137355","western isles","yes","miavaig pier","uig","isle of lewis","hs2 9hw","01546 602172","fish","seawater","medium","113700","935500","6a - loch roag","western isles","the scottish salmon company","atlantic salmon, lumpsucker, wrasse"
"2000391","cro lax ltd.","s","15-nov-99",NA,NA,NA,"atlantic salmon","grower fish (salmon only)","1999 s1","1 kg",NA,"10 000","weather - wth",NA,"10 000",NA,"weather - wth","fs0948","20-apr-99","score holms ","hu355436","shetland","yes","gremista","lerwick","shetland","ze1 0px","01595 741817","fish","seawater","high","435500","1143600","3a - sw shetland mainland","shetland","grieg seafood shetland ltd","atlantic salmon, lumpsucker"
"2000494","the scottish salmon company","s","31-aug-19",NA,"31-aug-19","nb126343","atlantic salmon","grower fish (salmon only)","9 months","1.4kg","02-sep-19","0","predator - prd","04-sep-19","0","none - n/a no loss","predator - prd","fs1103","07-mar-07","vuia mor","nb126343","western isles","yes","miavaig pier","uig","isle of lewis","hs2 9hw","01546 602172","fish","seawater","medium","112600","934300","6a - loch roag","western isles","the scottish salmon company","atlantic salmon, lumpsucker, wrasse"
"2000381","marine harvest (scotland) ltd","f","15-jul-13","15:30","15-jul-13","nh221016","atlantic salmon","salmon fresh water stages","4 months","10.79g","16-jul-13","approximately 200","human error - hum","21-aug-13","~200","0","human error - hum","fs1104","05-jun-07","laddie wood, loch garry","nh221016","highland","yes","ardochy","glengarry","inverness-shire","ph35 4hr","01809 511234","fish","freshwater","low","222100","801600","not in a management area","highland","mowi scotland ltd","atlantic salmon"
"2000308","marine harvest (scotland) ltd","s","03-feb-13",NA,"21-mar-13","nf759032","atlantic salmon","grower fish (salmon only)","10 months","2.4kg","11-feb-13","no loss suspected","equipment wear and tear - eqw","21-mar-13","0","n/a","weather - wth","fs1261","23-feb-12","hellisay","nf759032","western isles","yes","sound of hellisay salmon farm","ardveenish north bay","isle of barra western isles","hs9 5ya","01871 890701","fish","seawater","low","75900","803200","7c - barra","western isles","mowi scotland ltd","atlantic salmon, lumpsucker, wrasse"
"2000498","mowi scotland ltd","s","10-oct-19",NA,"11-oct-19","nf759032","atlantic salmon","grower fish (salmon only)","15 months","4.5kg","14-oct-19","unknown","equipment damage - eqd","14-nov-19","23970","0","net failure (not including hole) - net","fs1261","23-feb-12","hellisay","nf759032","western isles","yes","sound of hellisay salmon farm","ardveenish north bay","isle of barra western isles","hs9 5ya","01871 890701","fish","seawater","low","75900","803200","7c - barra","western isles","mowi scotland ltd","wrasse, lumpsucker, atlantic salmon"
"2000039","pan fish scotland ltd","s","17-apr-06","14:00",NA,"ng500442","atlantic salmon","grower fish (salmon only)","13 months","2.2 kg","18-apr-06","unknown","no actual escape of fish - nes","15-may-06","0","n/a","no actual escape of fish - nes","fs0708","16-oct-91","portree","ng505441","highland","yes","8a lisgarry place","portree","isle of skye","iv51 9bd","01546 602172","fish","seawater","high","150500","844100","11b - sound of raasay, ainort, scalpay","highland","the scottish salmon company","lumpsucker, wrasse, atlantic salmon"
"2000401","balta island seafare ltd","s","02-jan-14",NA,"02-jan-14","hp658085","atlantic salmon","grower fish (salmon only)","20 month i","4.0kg","15-jan-14","100-200","predator - prd","02-feb-14","ca. 150","0","predator - prd","fs0717","16-oct-91","balta isle","hp657082","shetland","yes","uyeasound","unst","shetland","ze2 9dl","01957 755253","fish","seawater","medium","465700","1208200","1a - e unst","shetland","cooke aquaculture scotland ltd","atlantic salmon"
"2000089","balta island seafare ltd","s","29-apr-04",NA,"06-may-04","hp658080","atlantic salmon","grower fish (salmon only)","2 yrs sw","5 kg","13-may-04","11,300","predator - prd","13-may-04","11,300","0","predator - prd","fs0717","16-oct-91","balta isle","hp657082","shetland","yes","uyeasound","unst","shetland","ze2 9dl","01957 755253","fish","seawater","medium","465700","1208200","1a - e unst","shetland","cooke aquaculture scotland ltd","atlantic salmon"
"2000255","david m brien","f","04-jan-10","04:00-0","05-jan-10","no067259","rainbow trout","fish weighing more than 5 grams","7-8 months","15-20 g","09-jan-10","19,879","weather - wth","26-jan-10","19,879","300+","weather - wth","fs0052","17-aug-73","college mill","no067259","perth and kinross","yes","college mill trout farm","almondbank","perth","ph1 3jy","01738 583706","fish","freshwater","medium","306700","725900","not in a management area","tayside","college mill trout farm","brown trout and sea trout, rainbow trout"
"2000033","landcatch ltd","b","07-apr-06","12:00",NA,"nr735722","atlantic salmon","grower fish (salmon only)","12 months","100 g","07-apr-06","500","screen failure - scr","02-jun-06","490","0","screen failure - scr","fs0090","28-oct-85","ormsary broodstock unit","nr735722","argyll and bute","yes","ormsary","lochgilphead","argyll","pa31 8pe","01880 770720","fish","freshwater and seawater","medium","173500","672200","18a - loch caolisport","strathclyde","landcatch natural selection ltd","atlantic salmon"
"2000222","hebridean smolts ltd","f","25-mar-09",NA,"25-mar-09","nf770303","atlantic salmon","grower fish (salmon only)","12 months","60 g","26-mar-09","unknown","no actual escape of fish - nes","29-apr-09","0","0","no actual escape of fish - nes","fs0632","01-jan-90","loch bayhead","nf770303","western isles","no","7 bornish","south uist","n/a","hs8 5sa","01870 610358","fish","freshwater","low","77000","830300","not in a management area","western isles","hebridean smolts ltd","atlantic salmon"
"2000457","sunbeam aquaculture ltd","f","29-aug-17","overnig","30-aug-17","nm72388718","atlantic salmon","salmon fresh water stages","parr/presm","50g","30-aug-17","unknown","screen failure - scr","11-sep-17","163","0","screen failure - scr","fs0146","01-jan-83","kinlochmoidart hatchery","nm724718","highland","yes","kinlochmoidart hatchery","kinlochmoidart, lochailort","inverness-shire","ph38 4nd","07909 527265","fish","freshwater","medium","172400","771800","not in a management area","highland","the scottish salmon company","atlantic salmon"
"2000353","kames fish farming ltd.","f","20-mar-02",NA,NA,NA,"rainbow trout","fish weighing more than 5 grams","2000 & 200","750g - 2 kg",NA,"2400","vandalism - van",NA,"2400",NA,"vandalism - van","fs0150","11-jun-96","loch lochy","nn193853","highland","yes","gairlochy","fort william","highland","ph34 4eq","01397 712503","fish","freshwater","medium","219300","785300","not in a management area","highland","mowi scotland ltd","atlantic salmon"
"2000131","marine harvest (scotland) ltd","s","14-jan-05","15:30",NA,"nf841409","atlantic salmon","grower fish (salmon only)","9-10 month","2 kg","14-jan-05","0","no actual escape of fish - nes","23-feb-05","0 (160,000 dead)",NA,"no actual escape of fish - nes","fs0154","01-mar-77","hole bay","nf840404","western isles","no","n/a",NA,NA,NA,NA,"fish","seawater","medium","84000","840400",NA,"western isles","mowi scotland ltd","atlantic salmon"
"2000194","drummond fish farms","f","01-jan-08",NA,"24-apr-08","nn755218","rainbow trout","fish weighing more than 5 grams","12 months","350 g","24-apr-08","9,000","equipment damage - eqd","24-apr-08","0","6,000","equipment damage - eqd","fs0179","01-may-86","drummond trout farm and fishery","nn755218","perth and kinross","no","n/a",NA,NA,NA,NA,"fish","freshwater","low","275500","721800",NA,"central","dawnfresh farming ltd","rainbow trout"
"2000370","papil salmon farms ltd.","s","01-nov-95",NA,NA,NA,"atlantic salmon","grower fish (salmon only)","unknown","2.5 kg",NA,"20000","weather - wth",NA,"20000",NA,"weather - wth","fs0213","05-feb-92","crooie","hu398340","shetland","no","north house","taing burra isle","shetland","n/a","01595 881002","fish","seawater","medium","439800","1134000","3a - sw shetland mainland","shetland","scottish sea farms ltd","lumpsucker, atlantic salmon, wrasse"
"2000231","marine harvest (scotland) ltd","s","19-jun-09","14:30",NA,NA,"atlantic salmon","grower fish (salmon only)","17 months","3.7 kg","19-jun-09","200-300","hole in net - hol","13-jul-09","621","0","hole in net - hol","fs0240","18-may-83","linnhe","nn013647","highland","yes","east lodge","ardgour","by fort william","ph33 7ah","01855 841281","fish","seawater","high","201300","764700","15b - linnhe, firth of lorne, sound of mull and loch sunart","highland","mowi scotland ltd","wrasse, lumpsucker, atlantic salmon"
"2000443","grieg seafood shetland ltd","s","01-jun-16","10:00","01-jun-16","hu457720","atlantic salmon","grower fish (salmon only)","14 months","3.413","27-jul-16","0","equipment wear and tear - eqw","27-jul-16","0","0","no actual escape of fish - nes","fs0292","16-jan-92","bight of foraness","hu457720","shetland","yes","gremista","lerwick","shetland","ze1 0px","01595 741817","fish","seawater","medium","445700","1172000","2c - ne shetland mainland","shetland","grieg seafood shetland ltd","atlantic salmon, lumpsucker"
"2000059","fjord seafood scotland farming ltd","s","14-jan-05","pm",NA,"nb202357","atlantic salmon","grower fish (salmon only)","20 months","4.5 kg","14-jan-05","12,000","weather - wth","08-feb-05","12,000","0","weather - wth","fs0304","01-feb-94","greinam island","nb202357","western isles","no","n/a",NA,NA,NA,NA,"fish","seawater","medium","120200","935700",NA,"western isles","the scottish salmon company","atlantic salmon"
"2000343","aquascot sea farms ltd.","s","31-jan-00",NA,NA,NA,"atlantic salmon","grower fish (salmon only)","unknown","unknown",NA,"0","no actual escape of fish - nes",NA,"0",NA,"no actual escape of fish - nes","fs0359","25-apr-98","kempie bay","nc446584","highland","yes","kempie bay","loch eriboll, port chamuill, laid","lairg, sutherland","iv27 4ue","01856 898033","fish","seawater","medium","244600","958400","9a - loch eriboll","highland","scottish sea farms ltd","wrasse, atlantic salmon, lumpsucker"
"2000205","mainstream scotland ltd","f","16-sep-08",NA,"23-sep-08","no009019","atlantic salmon","salmon fresh water stages","9 months","40 g","23-sep-08","unknown","no actual escape of fish - nes","23-sep-08","0","0","no actual escape of fish - nes","fs0371","01-sep-95","yetts o' muckart","no009019","clackmannanshire","yes","by dollar","clackmannanshire","n/a","fk14 7jt","01259 781579","fish","freshwater","low","300900","701900","not in a management area","central","cooke aquaculture (freshwater) ltd","atlantic salmon"
"2000363","grieg seafood shetland ltd","s","01-jun-00",NA,NA,NA,"atlantic salmon","grower fish (salmon only)","1999 s1","3 kg",NA,"6000","equipment wear and tear - eqw",NA,"6000",NA,"equipment wear and tear - eqw","fs0389","01-sep-87","roe sound","hu333663","shetland","no","n/a",NA,NA,NA,NA,"fish","seawater","not applicable","433300","1166300",NA,"shetland","grieg seafood shetland ltd","atlantic salmon"
"2000399","hydro seafoods gsp","f","16-nov-00",NA,NA,NA,"atlantic salmon","grower fish (salmon only)","2000 s1/2","80g",NA,"3000","human error - hum",NA,"3000",NA,"human error - hum","fs0429","01-jan-89","loch ba","nm564379","argyll and bute","yes","gruline","aros","isle of mull","pa71 6hr","01631 574000","fish","freshwater","low","156400","737900","not in a management area","strathclyde","scottish sea farms ltd","atlantic salmon"
"2000041","kames fish farming ltd","f","25-apr-06","09:00",NA,"nn762442","rainbow trout","fish weighing more than 5 grams","22 months","2.5 kg","11-may-06","15","hole in net - hol","22-may-06","27","15 live","hole in net - hol","fs0432","01-jul-80","loch tay","nn762442","perth and kinross","yes","loch tay fish farm","remony estate","acharn, perthshire","ph15 2hp","01852 200286","fish","freshwater","low","276200","744200","not in a management area","tayside","kames fish farming ltd","rainbow trout"
"2000166","kames fish farming ltd","f","05-jul-07","1200","05-jul-07","nn762442","rainbow trout","fish weighing more than 5 grams","9 months","15 g","11-jul-07","1000","transfer pipe failure - trp","25-jul-07","1000","200","transfer pipe failure - trp","fs0432","01-jul-80","loch tay","nn762442","perth and kinross","yes","loch tay fish farm","remony estate","acharn, perthshire","ph15 2hp","01852 200286","fish","freshwater","low","276200","744200","not in a management area","tayside","kames fish farming ltd","rainbow trout"
